Fecha,Hora,Departamento,Temperatura_C,Humedad_%,Lluvia_mm,Recomendacion_Siembra
2025-08-28,12,La Libertad,19.4,75.0,5.58,No óptima - Baja humedad o extremo temp
2025-08-28,18,La Libertad,27.6,62.0,7.74,Buena para Maíz/Frijol
2025-08-29,0,Chalatenango,23.4,87.0,1.62,Buena para Maíz/Frijol
2025-08-29,6,Sonsonate,24.1,71.0,16.740000000000002,Buena para Maíz/Frijol
2025-08-29,12,San Salvador,21.3,76.0,0.7200000000000001,Buena para Maíz/Frijol
2025-08-29,18,Sonsonate,25.1,69.0,2.8800000000000003,Buena para Maíz/Frijol
2025-08-30,0,La Libertad,26.4,90.0,0.36000000000000004,Buena para Maíz/Frijol
2025-08-30,6,La Libertad,32.6,69.0,14.04,No óptima - Baja humedad o extremo temp
2025-08-30,12,Usulután,26.0,86.0,2.8800000000000003,Buena para Maíz/Frijol
2025-08-30,18,Usulután,26.5,100.0,6.12,No óptima - Baja humedad o extremo temp
2025-08-31,0,Santa Ana,20.3,81.0,6.3,Buena para Maíz/Frijol
2025-08-31,6,La Libertad,20.4,75.0,10.44,Buena para Maíz/Frijol
2025-08-31,12,Chalatenango,20.2,73.0,5.760000000000001,Buena para Maíz/Frijol
2025-08-31,18,Usulután,28.3,90.0,6.66,Buena para Maíz/Frijol
2025-09-01,0,La Libertad,26.2,86.0,0.0,Buena para Maíz/Frijol
2025-09-01,6,Usulután,29.1,85.0,4.5,Buena para Maíz/Frijol
2025-09-01,12,Santa Ana,19.6,83.0,12.06,No óptima - Baja humedad o extremo temp
2025-09-01,18,La Libertad,24.9,80.0,3.9600000000000004,Buena para Maíz/Frijol
2025-09-02,0,Usulután,25.7,81.0,2.52,Buena para Maíz/Frijol
2025-09-02,6,Santa Ana,31.7,77.0,7.2,No óptima - Baja humedad o extremo temp
2025-09-02,12,San Salvador,24.2,78.0,3.7800000000000002,Buena para Maíz/Frijol
2025-09-02,18,Sonsonate,25.6,76.0,6.48,Buena para Maíz/Frijol
2025-09-03,0,San Salvador,27.8,69.0,0.9,Buena para Maíz/Frijol
2025-09-03,6,San Salvador,27.7,58.0,17.82,No óptima - Baja humedad o extremo temp
2025-09-03,12,La Libertad,26.0,74.0,0.9,Buena para Maíz/Frijol
2025-09-03,18,Santa Ana,29.5,78.0,1.62,Buena para Maíz/Frijol
2025-09-04,0,Usulután,26.2,88.0,0.0,Buena para Maíz/Frijol
2025-09-04,6,San Salvador,28.4,91.0,11.34,No óptima - Baja humedad o extremo temp
2025-09-04,12,San Salvador,27.9,80.0,3.9600000000000004,Buena para Maíz/Frijol
2025-09-04,18,Usulután,22.4,82.0,8.64,Buena para Maíz/Frijol
2025-09-05,0,San Miguel,23.6,90.0,0.54,Buena para Maíz/Frijol
2025-09-05,6,Santa Ana,21.8,98.0,1.62,No óptima - Baja humedad o extremo temp
2025-09-05,12,San Miguel,20.8,87.0,9.360000000000001,Buena para Maíz/Frijol
2025-09-05,18,La Libertad,26.9,83.0,3.06,Buena para Maíz/Frijol
2025-09-06,0,Usulután,28.1,82.0,3.9600000000000004,Buena para Maíz/Frijol
2025-09-06,6,San Miguel,29.3,74.0,0.0,Buena para Maíz/Frijol
2025-09-06,12,Santa Ana,23.5,80.0,5.9399999999999995,Buena para Maíz/Frijol
2025-09-06,18,La Libertad,33.4,79.0,14.4,No óptima - Baja humedad o extremo temp
2025-09-07,0,San Salvador,25.4,86.0,2.16,Buena para Maíz/Frijol
2025-09-07,6,San Salvador,25.5,83.0,6.66,Buena para Maíz/Frijol
2025-09-07,12,Usulután,23.7,90.0,1.08,Buena para Maíz/Frijol
2025-09-07,18,San Salvador,27.1,77.0,3.42,Buena para Maíz/Frijol
2025-09-08,0,San Salvador,26.0,72.0,2.16,Buena para Maíz/Frijol
2025-09-08,6,San Salvador,27.2,83.0,6.84,Buena para Maíz/Frijol
2025-09-08,12,Usulután,28.9,58.0,3.06,No óptima - Baja humedad o extremo temp
2025-09-08,18,San Salvador,22.2,60.0,1.26,Buena para Maíz/Frijol
2025-09-09,0,Santa Ana,29.7,66.0,2.3400000000000003,Buena para Maíz/Frijol
2025-09-09,6,La Libertad,28.7,88.0,6.48,Buena para Maíz/Frijol
2025-09-09,12,Usulután,29.4,100.0,3.6,No óptima - Baja humedad o extremo temp
2025-09-09,18,Santa Ana,26.5,81.0,13.5,Buena para Maíz/Frijol
2025-09-10,0,Usulután,33.6,70.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-09-10,6,Sonsonate,36.0,88.0,1.08,No óptima - Baja humedad o extremo temp
2025-09-10,12,Santa Ana,31.7,87.0,6.66,No óptima - Baja humedad o extremo temp
2025-09-10,18,Santa Ana,26.9,81.0,5.9399999999999995,Buena para Maíz/Frijol
2025-09-11,0,San Salvador,34.7,87.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-09-11,6,Sonsonate,24.5,94.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-09-11,12,San Miguel,20.9,79.0,5.760000000000001,Buena para Maíz/Frijol
2025-09-11,18,San Miguel,23.6,87.0,0.18000000000000002,Buena para Maíz/Frijol
2025-09-12,0,La Libertad,25.9,85.0,1.08,Buena para Maíz/Frijol
2025-09-12,6,Sonsonate,21.8,100.0,3.7800000000000002,No óptima - Baja humedad o extremo temp
2025-09-12,12,Santa Ana,31.8,91.0,16.56,No óptima - Baja humedad o extremo temp
2025-09-12,18,Sonsonate,31.4,68.0,7.74,No óptima - Baja humedad o extremo temp
2025-09-13,0,Usulután,21.3,91.0,5.4,No óptima - Baja humedad o extremo temp
2025-09-13,6,San Salvador,27.0,78.0,4.86,Buena para Maíz/Frijol
2025-09-13,12,Chalatenango,19.0,67.0,1.8,No óptima - Baja humedad o extremo temp
2025-09-13,18,Sonsonate,22.7,73.0,14.04,Buena para Maíz/Frijol
2025-09-14,0,San Miguel,25.0,77.0,13.5,Buena para Maíz/Frijol
2025-09-14,6,La Libertad,22.6,85.0,14.04,Buena para Maíz/Frijol
2025-09-14,12,Sonsonate,23.7,78.0,2.3400000000000003,Buena para Maíz/Frijol
2025-09-14,18,Usulután,30.3,72.0,0.36000000000000004,No óptima - Baja humedad o extremo temp
2025-09-15,0,San Salvador,24.0,79.0,2.8800000000000003,Buena para Maíz/Frijol
2025-09-15,6,Santa Ana,31.5,82.0,8.46,No óptima - Baja humedad o extremo temp
2025-09-15,12,Chalatenango,30.2,56.0,6.12,No óptima - Baja humedad o extremo temp
2025-09-15,18,Santa Ana,23.6,95.0,10.26,No óptima - Baja humedad o extremo temp
2025-09-16,0,Santa Ana,29.5,82.0,6.48,Buena para Maíz/Frijol
2025-09-16,6,Sonsonate,18.1,78.0,12.6,No óptima - Baja humedad o extremo temp
2025-09-16,12,San Salvador,24.3,85.0,4.86,Buena para Maíz/Frijol
2025-09-16,18,San Salvador,24.8,80.0,1.8,Buena para Maíz/Frijol
2025-09-17,0,Santa Ana,31.2,82.0,10.8,No óptima - Baja humedad o extremo temp
2025-09-17,6,San Salvador,36.0,86.0,4.14,No óptima - Baja humedad o extremo temp
2025-09-17,12,San Miguel,23.7,80.0,5.4,Buena para Maíz/Frijol
2025-09-17,18,San Salvador,26.2,76.0,4.32,Buena para Maíz/Frijol
2025-09-18,0,Usulután,19.9,84.0,1.08,No óptima - Baja humedad o extremo temp
2025-09-18,6,San Salvador,18.0,79.0,10.44,No óptima - Baja humedad o extremo temp
2025-09-18,12,Usulután,30.9,88.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-09-18,18,Sonsonate,22.4,77.0,3.42,Buena para Maíz/Frijol
2025-09-19,0,Santa Ana,25.8,87.0,1.26,Buena para Maíz/Frijol
2025-09-19,6,Chalatenango,23.8,85.0,1.08,Buena para Maíz/Frijol
2025-09-19,12,San Salvador,33.3,83.0,5.58,No óptima - Baja humedad o extremo temp
2025-09-19,18,Santa Ana,26.8,77.0,1.08,Buena para Maíz/Frijol
2025-09-20,0,San Miguel,29.0,89.0,3.7800000000000002,Buena para Maíz/Frijol
2025-09-20,6,Santa Ana,24.4,100.0,10.08,No óptima - Baja humedad o extremo temp
2025-09-20,12,San Salvador,22.2,78.0,5.58,Buena para Maíz/Frijol
2025-09-20,18,San Miguel,31.8,96.0,5.22,No óptima - Baja humedad o extremo temp
2025-09-21,0,San Miguel,34.3,77.0,2.16,No óptima - Baja humedad o extremo temp
2025-09-21,6,San Miguel,33.3,86.0,0.7200000000000001,No óptima - Baja humedad o extremo temp
2025-09-21,12,San Salvador,25.6,93.0,10.44,No óptima - Baja humedad o extremo temp
2025-09-21,18,Santa Ana,35.6,87.0,9.9,No óptima - Baja humedad o extremo temp
2025-09-22,0,La Libertad,28.7,87.0,1.4400000000000002,Buena para Maíz/Frijol
2025-09-22,6,La Libertad,27.5,71.0,6.84,Buena para Maíz/Frijol
2025-09-22,12,San Salvador,32.8,63.0,4.86,No óptima - Baja humedad o extremo temp
2025-09-22,18,Santa Ana,28.3,80.0,0.18000000000000002,Buena para Maíz/Frijol
2025-09-23,0,Santa Ana,21.5,80.0,6.84,Buena para Maíz/Frijol
2025-09-23,6,La Libertad,21.2,76.0,11.520000000000001,Buena para Maíz/Frijol
2025-09-23,12,San Salvador,30.1,69.0,0.36000000000000004,No óptima - Baja humedad o extremo temp
2025-09-23,18,San Salvador,33.1,89.0,1.8,No óptima - Baja humedad o extremo temp
2025-09-24,0,La Libertad,25.2,90.0,0.7200000000000001,Buena para Maíz/Frijol
2025-09-24,6,San Salvador,28.1,82.0,9.0,Buena para Maíz/Frijol
2025-09-24,12,San Salvador,26.5,70.0,1.08,Buena para Maíz/Frijol
2025-09-24,18,Santa Ana,26.1,62.0,3.06,Buena para Maíz/Frijol
2025-09-25,0,Santa Ana,36.0,80.0,6.66,No óptima - Baja humedad o extremo temp
2025-09-25,6,Chalatenango,27.9,77.0,10.620000000000001,Buena para Maíz/Frijol
2025-09-25,12,San Salvador,22.6,84.0,3.42,Buena para Maíz/Frijol
2025-09-25,18,Santa Ana,20.0,92.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-09-26,0,San Salvador,26.1,75.0,14.4,Buena para Maíz/Frijol
2025-09-26,6,La Libertad,32.8,77.0,2.52,No óptima - Baja humedad o extremo temp
2025-09-26,12,Usulután,34.2,100.0,7.38,No óptima - Baja humedad o extremo temp
2025-09-26,18,Santa Ana,22.5,74.0,0.18000000000000002,Buena para Maíz/Frijol
2025-09-27,0,San Miguel,23.4,82.0,9.72,Buena para Maíz/Frijol
2025-09-27,6,San Salvador,35.6,86.0,2.8800000000000003,No óptima - Baja humedad o extremo temp
2025-09-27,12,Usulután,24.6,87.0,1.08,Buena para Maíz/Frijol
2025-09-27,18,Chalatenango,33.2,72.0,12.24,No óptima - Baja humedad o extremo temp
2025-09-28,0,San Salvador,27.7,84.0,18.900000000000002,Buena para Maíz/Frijol
2025-09-28,6,San Miguel,21.7,60.0,3.06,Buena para Maíz/Frijol
2025-09-28,12,San Miguel,22.3,72.0,1.4400000000000002,Buena para Maíz/Frijol
2025-09-28,18,San Salvador,29.4,69.0,8.46,Buena para Maíz/Frijol
2025-09-29,0,San Salvador,24.1,75.0,20.16,No óptima - Baja humedad o extremo temp
2025-09-29,6,San Miguel,30.7,86.0,11.879999999999999,No óptima - Baja humedad o extremo temp
2025-09-29,12,La Libertad,29.6,75.0,0.7200000000000001,Buena para Maíz/Frijol
2025-09-29,18,Usulután,23.7,73.0,48.6,Alta lluvia - Riesgo erosión/inundación
2025-09-30,0,Santa Ana,23.4,87.0,4.680000000000001,Buena para Maíz/Frijol
2025-09-30,6,San Salvador,20.1,61.0,3.24,Buena para Maíz/Frijol
2025-09-30,12,San Salvador,34.5,74.0,2.3400000000000003,No óptima - Baja humedad o extremo temp
2025-09-30,18,San Salvador,20.1,74.0,9.0,Buena para Maíz/Frijol
2025-10-01,0,Sonsonate,31.6,71.0,3.24,No óptima - Baja humedad o extremo temp
2025-10-01,6,San Salvador,27.1,61.0,7.5600000000000005,Buena para Maíz/Frijol
2025-10-01,12,San Salvador,29.1,87.0,4.32,Buena para Maíz/Frijol
2025-10-01,18,Usulután,29.0,91.0,0.18000000000000002,No óptima - Baja humedad o extremo temp
2025-10-02,0,La Libertad,27.3,75.0,7.02,Buena para Maíz/Frijol
2025-10-02,6,Sonsonate,24.6,85.0,3.06,Buena para Maíz/Frijol
2025-10-02,12,La Libertad,27.9,76.0,0.36000000000000004,Buena para Maíz/Frijol
2025-10-02,18,Sonsonate,23.4,66.0,2.16,Buena para Maíz/Frijol
2025-10-03,0,La Libertad,22.7,75.0,17.1,Buena para Maíz/Frijol
2025-10-03,6,San Salvador,24.2,68.0,12.420000000000002,Buena para Maíz/Frijol
2025-10-03,12,San Salvador,35.9,100.0,12.24,No óptima - Baja humedad o extremo temp
2025-10-03,18,La Libertad,26.1,88.0,1.26,Buena para Maíz/Frijol
2025-10-04,0,San Salvador,33.2,85.0,10.620000000000001,No óptima - Baja humedad o extremo temp
2025-10-04,6,San Salvador,21.5,80.0,5.04,Buena para Maíz/Frijol
2025-10-04,12,Chalatenango,25.2,83.0,3.06,Buena para Maíz/Frijol
2025-10-04,18,San Salvador,36.0,72.0,1.9800000000000002,No óptima - Baja humedad o extremo temp
2025-10-05,0,San Salvador,20.8,73.0,1.08,Buena para Maíz/Frijol
2025-10-05,6,La Libertad,27.9,62.0,11.700000000000001,Buena para Maíz/Frijol
2025-10-05,12,Chalatenango,20.4,74.0,2.3400000000000003,Buena para Maíz/Frijol
2025-10-05,18,Sonsonate,23.5,66.0,5.4,Buena para Maíz/Frijol
2025-10-06,0,La Libertad,22.5,94.0,6.3,No óptima - Baja humedad o extremo temp
2025-10-06,6,San Miguel,26.0,82.0,0.54,Buena para Maíz/Frijol
2025-10-06,12,Sonsonate,28.7,60.0,2.16,Buena para Maíz/Frijol
2025-10-06,18,Chalatenango,26.6,73.0,0.18000000000000002,Buena para Maíz/Frijol
2025-10-07,0,San Salvador,30.0,74.0,7.02,Buena para Maíz/Frijol
2025-10-07,6,Sonsonate,26.8,74.0,1.4400000000000002,Buena para Maíz/Frijol
2025-10-07,12,Chalatenango,26.7,87.0,1.08,Buena para Maíz/Frijol
2025-10-07,18,La Libertad,28.0,93.0,1.26,No óptima - Baja humedad o extremo temp
2025-10-08,0,Santa Ana,29.1,76.0,11.700000000000001,Buena para Maíz/Frijol
2025-10-08,6,Santa Ana,24.0,100.0,3.24,No óptima - Baja humedad o extremo temp
2025-10-08,12,Chalatenango,23.9,79.0,9.360000000000001,Buena para Maíz/Frijol
2025-10-08,18,Santa Ana,29.6,69.0,7.5600000000000005,Buena para Maíz/Frijol
2025-10-09,0,San Salvador,24.2,64.0,2.3400000000000003,Buena para Maíz/Frijol
2025-10-09,6,San Miguel,32.7,73.0,1.62,No óptima - Baja humedad o extremo temp
2025-10-09,12,San Miguel,30.4,91.0,0.9,No óptima - Baja humedad o extremo temp
2025-10-09,18,San Salvador,29.1,81.0,1.08,Buena para Maíz/Frijol
2025-10-10,0,La Libertad,26.1,91.0,0.36000000000000004,No óptima - Baja humedad o extremo temp
2025-10-10,6,San Salvador,33.6,79.0,1.8,No óptima - Baja humedad o extremo temp
2025-10-10,12,Chalatenango,25.8,62.0,2.7,Buena para Maíz/Frijol
2025-10-10,18,Santa Ana,26.0,80.0,2.8800000000000003,Buena para Maíz/Frijol
2025-10-11,0,San Salvador,29.8,89.0,5.58,Buena para Maíz/Frijol
2025-10-11,6,San Salvador,29.0,70.0,0.18000000000000002,Buena para Maíz/Frijol
2025-10-11,12,San Salvador,23.5,63.0,1.9800000000000002,Buena para Maíz/Frijol
2025-10-11,18,Chalatenango,20.0,78.0,0.18000000000000002,Buena para Maíz/Frijol
2025-10-12,0,San Salvador,32.7,87.0,0.0,No óptima - Baja humedad o extremo temp
2025-10-12,6,San Salvador,28.8,74.0,6.12,Buena para Maíz/Frijol
2025-10-12,12,Santa Ana,28.1,81.0,1.4400000000000002,Buena para Maíz/Frijol
2025-10-12,18,Usulután,31.8,81.0,9.18,No óptima - Baja humedad o extremo temp
2025-10-13,0,San Miguel,26.2,85.0,12.06,Buena para Maíz/Frijol
2025-10-13,6,Santa Ana,27.8,73.0,18.540000000000003,Buena para Maíz/Frijol
2025-10-13,12,San Salvador,29.4,91.0,11.34,No óptima - Baja humedad o extremo temp
2025-10-13,18,San Salvador,20.6,80.0,2.7,Buena para Maíz/Frijol
2025-10-14,0,Santa Ana,23.1,69.0,10.620000000000001,Buena para Maíz/Frijol
2025-10-14,6,Usulután,25.2,68.0,7.38,Buena para Maíz/Frijol
2025-10-14,12,Chalatenango,19.3,95.0,43.56,Alta lluvia - Riesgo erosión/inundación
2025-10-14,18,San Salvador,29.2,79.0,3.24,Buena para Maíz/Frijol
2025-10-15,0,San Salvador,30.7,86.0,7.74,No óptima - Baja humedad o extremo temp
2025-10-15,6,San Miguel,32.4,78.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-10-15,12,Santa Ana,28.4,84.0,0.7200000000000001,Buena para Maíz/Frijol
2025-10-15,18,Sonsonate,30.3,83.0,1.08,No óptima - Baja humedad o extremo temp
2025-10-16,0,San Salvador,28.7,58.0,9.72,No óptima - Baja humedad o extremo temp
2025-10-16,6,Usulután,22.6,86.0,9.18,Buena para Maíz/Frijol
2025-10-16,12,San Salvador,26.7,61.0,0.9,Buena para Maíz/Frijol
2025-10-16,18,Chalatenango,23.7,68.0,5.9399999999999995,Buena para Maíz/Frijol
2025-10-17,0,Chalatenango,30.4,83.0,3.9600000000000004,No óptima - Baja humedad o extremo temp
2025-10-17,6,La Libertad,24.7,74.0,4.5,Buena para Maíz/Frijol
2025-10-17,12,Usulután,32.3,77.0,3.9600000000000004,No óptima - Baja humedad o extremo temp
2025-10-17,18,Usulután,25.0,92.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-10-18,0,La Libertad,23.0,71.0,9.0,Buena para Maíz/Frijol
2025-10-18,6,La Libertad,18.0,68.0,3.24,No óptima - Baja humedad o extremo temp
2025-10-18,12,San Miguel,23.3,99.0,2.7,No óptima - Baja humedad o extremo temp
2025-10-18,18,Sonsonate,27.3,75.0,3.6,Buena para Maíz/Frijol
2025-10-19,0,San Salvador,25.0,83.0,10.26,Buena para Maíz/Frijol
2025-10-19,6,San Salvador,29.4,69.0,6.66,Buena para Maíz/Frijol
2025-10-19,12,Santa Ana,28.7,72.0,0.7200000000000001,Buena para Maíz/Frijol
2025-10-19,18,Santa Ana,32.4,69.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-10-20,0,Chalatenango,33.5,86.0,13.860000000000001,No óptima - Baja humedad o extremo temp
2025-10-20,6,La Libertad,31.1,81.0,0.0,No óptima - Baja humedad o extremo temp
2025-10-20,12,San Salvador,24.5,99.0,4.86,No óptima - Baja humedad o extremo temp
2025-10-20,18,La Libertad,32.4,78.0,11.879999999999999,No óptima - Baja humedad o extremo temp
2025-10-21,0,Santa Ana,28.0,75.0,0.54,Buena para Maíz/Frijol
2025-10-21,6,Usulután,31.9,78.0,3.42,No óptima - Baja humedad o extremo temp
2025-10-21,12,San Salvador,25.4,83.0,2.3400000000000003,Buena para Maíz/Frijol
2025-10-21,18,San Salvador,27.9,80.0,11.879999999999999,Buena para Maíz/Frijol
2025-10-22,0,San Miguel,31.0,84.0,4.32,No óptima - Baja humedad o extremo temp
2025-10-22,6,La Libertad,25.8,85.0,1.08,Buena para Maíz/Frijol
2025-10-22,12,La Libertad,22.7,69.0,0.18000000000000002,Buena para Maíz/Frijol
2025-10-22,18,Santa Ana,23.5,89.0,6.3,Buena para Maíz/Frijol
2025-10-23,0,San Salvador,26.7,87.0,3.24,Buena para Maíz/Frijol
2025-10-23,6,Sonsonate,18.6,75.0,0.9,No óptima - Baja humedad o extremo temp
2025-10-23,12,Santa Ana,25.6,90.0,2.52,Buena para Maíz/Frijol
2025-10-23,18,La Libertad,27.7,85.0,6.48,Buena para Maíz/Frijol
2025-10-24,0,San Salvador,23.3,80.0,3.6,Buena para Maíz/Frijol
2025-10-24,6,San Salvador,30.0,87.0,0.18000000000000002,Buena para Maíz/Frijol
2025-10-24,12,La Libertad,28.4,83.0,0.7200000000000001,Buena para Maíz/Frijol
2025-10-24,18,La Libertad,31.2,100.0,0.54,No óptima - Baja humedad o extremo temp
2025-10-25,0,San Salvador,24.4,77.0,6.84,Buena para Maíz/Frijol
2025-10-25,6,San Salvador,21.5,65.0,0.18000000000000002,Buena para Maíz/Frijol
2025-10-25,12,San Salvador,25.1,99.0,2.16,No óptima - Baja humedad o extremo temp
2025-10-25,18,San Salvador,20.3,88.0,0.36000000000000004,Buena para Maíz/Frijol
2025-10-26,0,San Miguel,23.0,99.0,1.8,No óptima - Baja humedad o extremo temp
2025-10-26,6,La Libertad,29.9,83.0,2.7,Buena para Maíz/Frijol
2025-10-26,12,Chalatenango,27.6,80.0,10.08,Buena para Maíz/Frijol
2025-10-26,18,Usulután,25.4,76.0,2.7,Buena para Maíz/Frijol
2025-10-27,0,San Miguel,30.6,54.0,2.8800000000000003,No óptima - Baja humedad o extremo temp
2025-10-27,6,Santa Ana,25.2,82.0,6.84,Buena para Maíz/Frijol
2025-10-27,12,La Libertad,21.7,78.0,1.26,Buena para Maíz/Frijol
2025-10-27,18,San Salvador,21.4,69.0,13.14,Buena para Maíz/Frijol
2025-10-28,0,La Libertad,24.8,65.0,7.38,Buena para Maíz/Frijol
2025-10-28,6,Chalatenango,28.1,100.0,0.7200000000000001,No óptima - Baja humedad o extremo temp
2025-10-28,12,Usulután,26.6,76.0,0.36000000000000004,Buena para Maíz/Frijol
2025-10-28,18,San Salvador,25.4,69.0,32.4,Alta lluvia - Riesgo erosión/inundación
2025-10-29,0,San Miguel,22.6,65.0,7.38,Buena para Maíz/Frijol
2025-10-29,6,La Libertad,27.3,62.0,2.7,Buena para Maíz/Frijol
2025-10-29,12,San Miguel,24.0,84.0,5.4,Buena para Maíz/Frijol
2025-10-29,18,La Libertad,29.0,93.0,3.24,No óptima - Baja humedad o extremo temp
2025-10-30,0,Sonsonate,25.3,86.0,3.9600000000000004,Buena para Maíz/Frijol
2025-10-30,6,San Miguel,30.1,100.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-10-30,12,San Salvador,30.5,90.0,6.12,No óptima - Baja humedad o extremo temp
2025-10-30,18,San Miguel,29.2,95.0,2.7,No óptima - Baja humedad o extremo temp
2025-10-31,0,San Miguel,30.2,80.0,3.06,No óptima - Baja humedad o extremo temp
2025-10-31,6,Sonsonate,32.3,62.0,0.54,No óptima - Baja humedad o extremo temp
2025-10-31,12,La Libertad,34.9,76.0,4.86,No óptima - Baja humedad o extremo temp
2025-10-31,18,Sonsonate,35.2,79.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-11-01,0,Usulután,28.2,74.0,0.75,Buena para Maíz/Frijol
2025-11-01,6,Santa Ana,22.0,76.0,0.4,Buena para Maíz/Frijol
2025-11-01,12,Santa Ana,25.1,98.0,2.35,No óptima - Baja humedad o extremo temp
2025-11-01,18,Sonsonate,27.2,71.0,1.4,Buena para Maíz/Frijol
2025-11-02,0,San Miguel,31.4,96.0,6.55,No óptima - Baja humedad o extremo temp
2025-11-02,6,Sonsonate,31.7,84.0,0.75,No óptima - Baja humedad o extremo temp
2025-11-02,12,La Libertad,24.6,77.0,0.3,Buena para Maíz/Frijol
2025-11-02,18,San Salvador,20.9,80.0,1.05,Buena para Maíz/Frijol
2025-11-03,0,San Salvador,20.4,92.0,1.4,No óptima - Baja humedad o extremo temp
2025-11-03,6,La Libertad,26.1,67.0,0.85,Buena para Maíz/Frijol
2025-11-03,12,Usulután,25.8,74.0,1.35,Buena para Maíz/Frijol
2025-11-03,18,Santa Ana,25.4,73.0,1.1,Buena para Maíz/Frijol
2025-11-04,0,San Salvador,26.6,79.0,7.3,Buena para Maíz/Frijol
2025-11-04,6,Chalatenango,22.6,69.0,0.75,Buena para Maíz/Frijol
2025-11-04,12,Chalatenango,28.3,83.0,0.25,Buena para Maíz/Frijol
2025-11-04,18,Chalatenango,26.8,96.0,1.65,No óptima - Baja humedad o extremo temp
2025-11-05,0,Santa Ana,26.4,76.0,2.15,Buena para Maíz/Frijol
2025-11-05,6,San Salvador,23.2,57.0,4.75,No óptima - Baja humedad o extremo temp
2025-11-05,12,Santa Ana,32.3,70.0,1.45,No óptima - Baja humedad o extremo temp
2025-11-05,18,Chalatenango,19.8,89.0,1.05,No óptima - Baja humedad o extremo temp
2025-11-06,0,Sonsonate,27.9,75.0,0.95,Buena para Maíz/Frijol
2025-11-06,6,San Salvador,26.7,72.0,3.0,Buena para Maíz/Frijol
2025-11-06,12,San Salvador,29.7,72.0,0.8,Buena para Maíz/Frijol
2025-11-06,18,La Libertad,35.8,73.0,3.85,No óptima - Baja humedad o extremo temp
2025-11-07,0,Santa Ana,28.4,72.0,2.2,Buena para Maíz/Frijol
2025-11-07,6,Sonsonate,26.4,82.0,0.2,Buena para Maíz/Frijol
2025-11-07,12,Usulután,25.3,77.0,1.7,Buena para Maíz/Frijol
2025-11-07,18,San Salvador,28.0,89.0,1.85,Buena para Maíz/Frijol
2025-11-08,0,San Salvador,25.0,77.0,3.55,Buena para Maíz/Frijol
2025-11-08,6,Santa Ana,30.1,79.0,1.05,No óptima - Baja humedad o extremo temp
2025-11-08,12,Chalatenango,27.3,71.0,3.9,Buena para Maíz/Frijol
2025-11-08,18,San Miguel,32.4,82.0,0.1,No óptima - Baja humedad o extremo temp
2025-11-09,0,Santa Ana,32.7,56.0,0.45,No óptima - Baja humedad o extremo temp
2025-11-09,6,La Libertad,23.0,89.0,1.0,Buena para Maíz/Frijol
2025-11-09,12,San Salvador,24.7,90.0,1.05,Buena para Maíz/Frijol
2025-11-09,18,San Miguel,26.4,85.0,5.55,Buena para Maíz/Frijol
2025-11-10,0,Sonsonate,23.7,77.0,2.0,Buena para Maíz/Frijol
2025-11-10,6,Chalatenango,31.8,96.0,0.9,No óptima - Baja humedad o extremo temp
2025-11-10,12,San Miguel,24.7,93.0,0.0,No óptima - Baja humedad o extremo temp
2025-11-10,18,La Libertad,24.8,79.0,0.75,Buena para Maíz/Frijol
2025-11-11,0,Santa Ana,29.6,88.0,0.2,Buena para Maíz/Frijol
2025-11-11,6,Usulután,25.4,86.0,0.3,Buena para Maíz/Frijol
2025-11-11,12,San Miguel,24.6,82.0,2.85,Buena para Maíz/Frijol
2025-11-11,18,Sonsonate,23.9,72.0,2.25,Buena para Maíz/Frijol
2025-11-12,0,San Salvador,27.6,68.0,0.85,Buena para Maíz/Frijol
2025-11-12,6,Santa Ana,18.0,75.0,0.9,No óptima - Baja humedad o extremo temp
2025-11-12,12,Santa Ana,25.2,81.0,1.95,Buena para Maíz/Frijol
2025-11-12,18,La Libertad,28.7,73.0,1.3,Buena para Maíz/Frijol
2025-11-13,0,Sonsonate,29.1,88.0,1.65,Buena para Maíz/Frijol
2025-11-13,6,San Salvador,25.7,93.0,2.85,No óptima - Baja humedad o extremo temp
2025-11-13,12,San Salvador,19.9,73.0,3.4,No óptima - Baja humedad o extremo temp
2025-11-13,18,San Salvador,28.5,77.0,0.25,Buena para Maíz/Frijol
2025-11-14,0,San Miguel,22.9,80.0,2.4,Buena para Maíz/Frijol
2025-11-14,6,Chalatenango,21.9,76.0,3.25,Buena para Maíz/Frijol
2025-11-14,12,Sonsonate,26.3,80.0,0.2,Buena para Maíz/Frijol
2025-11-14,18,San Salvador,30.5,75.0,2.15,No óptima - Baja humedad o extremo temp
2025-11-15,0,La Libertad,28.4,81.0,1.55,Buena para Maíz/Frijol
2025-11-15,6,La Libertad,28.8,83.0,0.25,Buena para Maíz/Frijol
